Id,Price
37,110035.22961882537
6168,184693.4293978871
11757,177839.63650903027
8086,129373.0287954683
6529,233200.6994186436
15121,206837.0354989917
13904,128289.00424640373
3711,173020.3842569433
16563,119920.6023754949
14494,164969.0963794937
3006,222210.7637639197
15299,105943.30667184845
92,271780.0025185588
8066,176290.11081256228
16071,166386.94407954018
10662,154449.40690283422
3883,223220.41907294426
5511,114398.602304954
2821,265091.0077192165
9570,182799.39402175948
4326,254034.96293849935
9251,201010.4897246403
9031,205843.39280283402
12689,165317.7378316732
16380,220799.06796328654
1053,248381.56049334555
4568,177217.00740417774
16140,103808.2547987189
14356,397564.0041058401
8466,180949.6929418606
15652,141614.58149982936
3285,119383.85523409303
3198,171028.7711577442
14088,469991.59773497225
2268,117366.27592126188
15472,195839.19374392845
1203,199812.92645432815
7157,359303.8194508137
6886,186166.9493296524
5083,247663.69000696842
7467,111665.12619877729
14068,218480.93904932923
2080,176357.9471409431
10865,147910.62528263492
13516,175858.93094865774
14150,213922.59979452513
7609,108517.54859990338
2144,394970.0580770309
10357,199454.1247568464
2396,234748.3015235492
1526,396705.28043170174
10890,249292.85778536313
8638,439302.0953075137
6050,255270.48214030257
7639,113064.21107330544
10544,188941.91704081013
9577,217049.12609696997
13195,215923.0739084496
3484,228372.6655539762
16668,369435.34166399966
7171,179341.4748224546
8547,216209.84658748083
12735,228857.64939422836
9093,189363.20642771808
15323,227055.15143680116
14897,135289.88819625293
5135,133901.80446585146
5327,212667.4991559684
13133,245603.30663477269
1676,271719.46933810366
16296,267500.8380878343
1095,142503.75205652651
12528,156970.77058447362
7348,277640.3470513359
11663,175833.3254391358
1803,207228.76576057717
1510,237364.78782842244
16045,167986.02702846564
2900,144274.24788783086
3236,167399.37317677244
1318,224108.5462296739
14948,220264.58455359336
7840,278284.41008638876
15325,177350.78718484138
8700,169401.7178988348
15706,199364.38752669544
14449,163956.41658156444
16117,198400.20304944724
4529,198168.63657857612
11199,195674.88360648937
4052,230453.37025271208
821,207862.6782106329
68,230688.05853359043
554,115675.75795356836
452,204488.29691873852
11394,293513.5260912676
11393,164264.28776291606
9535,155407.7507136584
4024,188780.77162243225
10069,205263.4003623864
12007,160053.22997212398
12368,387896.1009388175
1259,356546.023509823
1124,344132.5632689984
3707,199727.87449799888
8767,164280.93294128185
1919,164719.88542215445
16741,155777.67544377103
6664,290240.5995258554
5688,387419.5901500812
7799,158279.40941600155
14843,294633.4719884756
7532,141996.56071187262
8133,148792.62025393863
6264,308168.5559211842
4125,163622.65850303913
2410,174055.35490042344
13607,213266.36579425033
1716,270478.6521593618
1370,124834.37650191478
2273,381495.36272265506
15298,335054.93175228004
4284,257794.5915299677
12303,144590.8812584734
7808,137433.23870444525
2203,144164.10744298444
7237,117667.12891282409
15864,149903.38838699606
2844,163374.95139371333
5729,167095.5531554834
11812,346769.64607406413
1779,162704.84122658533
6442,133403.5545395887
6160,208042.9039976605
8266,201430.87785261133
9903,151874.6072050057
2867,137215.3363547702
6998,179023.9545000514
13932,163295.9394211526
12587,165103.66165591634
3611,227976.5558410118
2646,278143.2515287264
1890,172759.14297421384
860,256809.97128176503
14187,191589.09504338607
12569,309891.7109857639
1276,89216.31832511535
12025,203919.30595922563
4890,308413.39747583756
14410,298051.7846575242
10352,268881.1564476948
11407,179057.22453196306
10384,177606.56884896223
7622,295170.15460758115
12578,151452.03742801095
15820,170854.29750901647
563,161524.61762145336
15226,167030.68653827245
6396,213873.54996449922
6247,128408.18079093404
3339,151721.71702134248
10975,276612.3473540003
7475,104480.47551524945
11129,196427.6298072162
3051,249792.4871528626
10232,234670.6258191972
14106,185855.23945647746
5502,219270.1293381127
4558,71305.73440813048
4181,140762.84856624767
8426,128837.5582832622
6611,147916.43919294944
14641,141678.73954995166
15539,223645.2497484238
13119,128635.37264157896
11716,160708.27566903326
7316,246376.23764453872
7791,115470.00945792109
13034,286281.04166499694
1068,257328.10083747658
4060,176283.7119495875
10172,218552.86044543888
2591,202069.68365897462
12494,347484.04950214043
7828,282133.31883817166
15284,173254.0251340444
7947,175187.88223633432
16335,220047.57201954533
10234,340124.51234806224
2797,266172.63639118336
5341,248678.46306061692
3059,275344.16237524326
1559,68538.10724081752
15320,267585.1639918959
10284,363494.83091667586
4134,209993.0378602647
4481,195083.83698454834
7222,179379.58128028392
4062,216196.03178080867
2192,212665.63225678648
9637,180924.2220554813
16236,174211.91194198298
4272,168720.85621230412
9406,279437.41932845465
14309,233490.54072539983
1946,315251.5540785609
16235,222848.4724322462
7146,169734.45154711555
16784,227988.58412271875
349,313791.3518053187
6251,170563.7178986687
5128,389994.4140410636
11718,172274.11506098416
16721,92630.770338624
12517,194313.1315101016
15961,183788.04334647843
9428,156478.17410521122
14541,148612.7349424283
10168,105624.8543947466
11270,160500.8422812824
13210,224657.2488468792
11518,157535.64482483693
12612,172196.59683175385
16352,111780.93536989532
9935,138687.21961615203
15521,257482.65384058852
11482,199072.89099299375
11443,178469.70366545685
9459,231920.44988261163
9218,179085.9988871525
854,147912.86048780868
5619,135549.75817124988
9208,170957.98724845998
4391,137653.5784062866
15207,161855.49351582018
7183,185320.12208001025
16442,224025.98417220113
7936,88798.2817882103
10606,384505.26074225927
4979,157707.33142969114
4854,278625.83381218516
16476,117081.1520293145
10516,153260.7608993798
16261,254030.69122147004
90,376703.1431145553
5433,180398.57642149113
14338,139033.63729300402
13487,206927.74152868113
8211,480309.14745497465
170,151198.59457035197
14051,105264.39988561822
10686,203338.14718961078
7595,311626.3633686111
6777,430782.2686603693
14661,172168.39791695267
13991,310210.2589828622
16795,170946.35067818008
2740,124555.49467764604
7368,325888.16828155966
2413,247273.5536482054
1852,468568.906235903
15200,454783.26128904184
8467,333424.29806323024
16379,284918.1010876268
3375,179488.52412646086
5945,472242.67735420185
2641,177639.43778063814
2837,324303.67515554297
3498,222540.38690320723
10876,161821.89419596584
1285,208865.45011672462
9285,235509.14099115168
4015,322487.3396500073
2526,192475.15803875294
7814,216578.0111533833
7117,261856.0703999809
12359,130756.5008166543
3303,268856.21120820206
13874,167691.4337848659
5484,198606.64422232934
15067,150680.01851731967
12639,222567.20157706787
3388,228612.60212598403
4256,197901.6498866627
15738,204265.02804715105
14049,191779.46736226694
15780,189870.399263037
9564,175234.60661685662
11910,211476.02383420296
11315,244694.31453500036
1733,169268.03255887813
3910,327871.43770738924
7552,488154.0962308467
254,199591.0533435402
5222,220602.46877454018
8314,241253.2550210281
16743,145596.05820813173
10335,110374.31535241914
8226,262767.1300172026
12254,202553.15836071383
13152,214075.15586227246
15020,201247.41909974744
16349,223730.12792005285
11924,156142.78863224684
12543,188655.81342525076
14114,226211.48949113165
12318,246435.63800350856
15383,180059.3417009965
6679,207973.9605900188
635,181958.6848234182
15993,250127.5744141296
11375,190010.10707733076
11216,185205.92005419527
15401,217914.55072753236
11301,156493.50743186998
13804,257640.19150095724
10839,178444.842553145
1588,344790.04602536233
3596,196177.30929119422
5816,175294.0496354204
8099,123523.22082589254
6551,204376.0346174663
14075,492995.6864969611
13431,214070.62145323044
9481,301837.39896892285
5295,147749.79349764486
15859,348779.9741702841
10634,293653.7905693237
444,207725.08206681613
11686,280478.22557610064
1213,211721.45955226748
13970,151782.09498607463
6849,439648.33880009904
9911,241507.7038745228
5649,168070.19862803342
7184,243914.59086511907
5877,280261.66858410125
1655,368923.7244626525
15301,206536.35283470168
12389,233824.11252998508
5241,264996.9659365294
7048,171690.4974576753
10574,134837.04356868428
8593,141954.09999575268
4752,179269.62898936085
14663,186039.13924377455
10994,223204.5767860132
87,70890.29760028799
5132,125441.55450879126
6372,419433.59952767787
7411,286869.28851288283
3319,242885.84422741953
9355,121694.49011931666
5139,255650.55468393312
56,290196.46224311704
3249,165707.83067910039
5047,82980.07375468445
13238,290901.1612735247
2190,304954.1314301423
15599,180316.12475886891
6542,179972.72493130586
1968,180555.99755226634
5630,180078.35699484736
9157,337761.58639305545
789,182627.16509323433
1413,276558.1791176904
12514,216690.55378548842
13459,122412.34891838202
1345,215161.67384482417
4034,209999.2066001407
15169,149513.33935681434
6770,242966.4292939602
3334,181434.35810417667
12998,155488.60495029233
15870,229276.9023733221
1871,155655.18149119048
5770,145919.97031891582
13196,103503.00115261984
7633,193372.41095453248
10699,216172.21270869442
15470,202242.92987835317
1903,508455.9215187848
13860,229568.9456492392
7649,324273.71637059754
11043,219634.66011138016
2922,227369.44866855213
7538,311376.0778967272
9477,111879.97968364634
117,482465.6527546892
1457,254721.74119526544
7082,165457.45177460983
3053,258845.5840115811
12522,107206.55213244194
5744,389334.65973947494
13566,381840.5347614599
1464,137775.32698486422
3852,121469.12697409242
9557,237238.8528161701
14719,395783.69475135126
13978,130831.00874208918
3286,157204.6216098909
13019,327634.1699243733
1421,141166.73977398092
13502,182313.3166523738
14811,137764.70990504965
9297,288495.31597200164
7749,500303.4013116032
16555,127160.92949135095
14576,179696.1869179593
12766,143684.453980302
4679,182934.70045056046
10033,196481.8442365784
11231,243473.24429507164
15112,149830.80376330853
10617,178194.47183768442
2175,174093.45432803343
16502,457930.9885190662
10106,194133.2993540763
12561,155304.2540026515
15907,299336.90248852415
8069,117210.36089697645
8316,127375.08724438967
12343,245647.11337005656
12092,138887.81966186577
1527,168504.92034031154
10010,204777.80453143298
655,112055.71585127112
10549,142235.74438948443
3248,114629.60409683653
13499,328839.3872110714
14959,168696.3573949471
6070,161722.55468113328
11360,250023.66040859555
12102,201361.5412800357
11870,287522.71645094815
3713,127471.38483601957
3230,152181.22397249073
7742,234750.1759971696
15092,342465.4635096158
8728,275304.5773283249
3386,138861.34361456006
9409,149901.59752663362
16545,239581.70581039164
3127,168063.62857146218
11344,167933.58096095978
2112,229957.0115999265
7310,202217.25991185184
6313,187415.34826891683
3681,413883.3100605122
5114,313677.0027475217
270,154663.31444461754
14350,175854.09850317976
12223,320072.01442093716
1066,179841.15100043511
16116,332221.7308578475
11410,498558.3098837117
4088,165354.80198957789
5956,188686.62598999974
14669,166047.6138238503
13871,139628.20360174665
4126,253645.51138663234
12114,210253.8192995197
16607,144819.15786292867
4266,222883.4308040548
13518,185239.5073745755
11856,263249.2518867144
3885,239322.55173586003
8891,154822.90714252525
4964,166591.601474351
7696,153059.33920504522
6894,126425.61767070074
9766,150967.18932018173
4800,151095.40406231637
2840,189862.39568822406
4743,177310.8403305169
13562,519135.8347324266
8301,168062.28043702006
5405,178386.37725143175
1535,165971.56617802856
9073,128675.97893134716
1698,348561.0435485194
12262,210931.3222573305
6794,170866.2079709445
12701,162380.99410655847
8432,172571.31285453335
13540,133688.0100257435
8629,143014.6757222534
1440,187767.0829855068
8596,212873.79453228225
9575,267560.64261119
14976,108200.13859925374
3149,206350.80204908262
5157,168816.96513168726
10748,173652.58938429054
9719,375701.1525764767
6376,182499.80535283082
9733,167073.02089515666
4749,204974.39355280553
4994,372038.06180288235
538,202250.78765209686
5512,123663.61518580801
9778,151661.14970737
9761,129692.96838363234
3174,424538.4544371463
13429,192112.2147404317
10467,70638.2509775918
14129,195301.0302121989
13608,187724.66674094173
11106,139131.65478612945
12048,177971.16791842238
1054,343592.7139629718
3582,243466.7566756565
1566,156341.50660259387
11529,136270.73687605304
11859,144542.32982577538
10582,127481.39063366478
14907,527428.3949459404
14039,167492.78000894055
10489,205666.403498857
3331,283747.3339926155
10153,220938.21184755073
5271,177690.09574454254
11871,374715.8546714005
776,120159.5656818714
3994,130651.74371296611
9433,65318.9375787476
14275,135333.83555029734
8030,240458.03537031254
8169,259840.86232059114
8053,197945.70116929465
4822,232591.85849267102
13197,230583.52886914436
13634,241093.55485662277
8951,184582.49644192064
12176,250538.97002337943
15471,131681.579106554
14962,126732.59553253186
12512,123458.19714414138
8697,498743.8807286723
7095,235068.1521360566
13639,198284.60842901416
16660,168368.08058682547
5848,124944.54620691201
5386,193474.8733946898
10880,325622.5064925116
3954,185712.13174941414
13426,271813.69595121196
5966,206500.35008828316
16315,295070.3021316744
7455,184086.4309861474
11071,231107.26536347513
14740,217487.5725907537
16087,185167.73885481787
8931,253372.16362363988
15289,159849.84508892204
16089,229108.60742305734
12128,184239.7231519232
4724,209092.08290222674
8585,194978.65707815008
7188,233938.48725380885
5423,153809.97452100588
10488,195955.31284567952
5980,204314.15172394432
8376,226382.69038720027
12397,133334.9028988505
16496,204910.95913846747
4891,245401.68013953362
9710,145596.81219305092
6339,166095.35504262094
244,180968.22532720878
5002,201798.56702838666
5358,207546.22979485468
7636,150662.62971991263
9361,315343.00322630495
3601,121399.90052422699
15755,155941.5292163424
172,182121.48101240647
3037,349898.6396843062
577,251780.58750394252
3607,176389.15495676623
2515,119864.61820901762
10413,152302.89726290177
10511,232686.0988599154
4637,439892.5344139731
12736,272774.70143285266
9534,239373.98000123817
11641,184386.42815489962
10419,255617.92625365726
15313,134208.46332584118
14915,207473.2428268878
12409,375475.9145923778
9405,132050.73921610494
14066,205613.29725934548
14108,199350.6895466874
11931,230960.21911650273
11464,327918.94684565795
926,153125.57413622094
11190,217520.99062021959
10260,182090.8796186476
12712,208405.77847477185
1234,191435.29803727474
11608,107084.73227161668
3776,252604.6366471738
4881,165626.26702894305
10266,206249.33703705348
3262,252716.85934349723
3576,356206.57237616606
16604,462214.30411288614
8041,138710.37458741007
10691,248656.82087923776
8357,192597.9567975624
11661,145530.4746030989
4453,248372.4246013883
15936,216325.33788547103
8463,247838.5865132442
15770,200782.16930506684
466,163212.13309592078
14965,91687.61972605661
11227,163986.01046185818
9894,277046.5475157358
11746,198312.7382686649
4118,118239.89550593377
756,346391.7689367709
15589,179375.40554279185
109,328638.50273212226
5778,199325.51902334674
1731,87219.28232761916
3450,157564.44283585766
2961,191399.8682129694
222,174608.18198636698
11454,338495.56950947904
7339,184224.31439153748
12096,106434.93836503528
14074,195588.85866735235
4058,508829.6547800087
6603,259727.5127625114
3289,126146.39527776753
16681,250922.3030825156
8200,301379.5564573889
3343,393552.6498790984
7802,176910.610435094
2082,371266.3105598979
217,260819.72200113605
1720,177972.8676044957
7224,231088.12085694767
6176,139226.99439520933
12571,252750.02229810986
16666,284682.6050552417
8908,207730.8275474581
6914,183455.05771106348
5428,165693.03311590868
381,175041.8885477636
3991,179002.18731530133
16365,241429.82328201854
1046,202632.27983736983
391,152818.14648239958
9212,351561.8664306301
3022,186936.2001587211
9961,115830.49070948397
6764,250441.08718218945
7720,175014.98193620887
4809,168130.15216215476
8877,322794.93820548203
7817,177030.02917275636
10614,118254.41800199942
5553,287115.0948790572
16488,128836.8580821481
11002,152605.09860139975
13592,342170.52149290027
15050,242889.7279627555
13553,274243.93459455436
9041,201310.32851885364
5461,427967.14370037965
16274,450043.26610807836
2138,117906.65298650641
6245,163957.02714069572
8245,167127.88369176426
6491,218253.6851871914
13218,205879.39110420362
13101,101854.24245801911
10462,126634.88980972687
4079,187643.5978770333
1506,460254.8837765826
14107,130228.894590093
12215,280585.4028397777
11576,345519.69602186925
10567,236192.4870984082
12713,210001.34690876713
1468,431938.77062944585
2549,245652.58132457864
4172,236327.10100982108
12380,249697.18967257685
3513,112695.49336791465
8165,242367.79534335562
1127,224801.58675792653
14601,396085.93603336974
15526,305312.40834153
986,295096.3693344887
14968,206406.9776698707
9348,213871.8163722796
6317,276109.3276237857
7497,90621.55691234522
5079,341784.92066282505
528,172109.5084980085
10964,162136.9684178834
5812,306363.8644961861
11022,206574.5784709198
16251,145539.5065045202
5863,110934.07162814353
8664,229046.24994469367
5396,208131.32828610964
6917,259852.92986300285
12776,129332.83498261239
473,252594.95876272404
13333,203590.45059838812
13023,177814.01016323417
7357,215503.49231617682
10955,409932.0873696721
11914,337867.6821741657
12535,162585.2128749772
11205,186446.37024582602
13209,185662.5418633949
16119,317775.2076915622
2174,230639.8254816116
4834,206984.1480954659
10151,169031.0402467015
5584,214472.1686944646
6672,212909.0414119411
12858,275839.0107915431
5106,153732.82449318923
8884,185421.63055488677
13766,148725.31662085792
12556,121458.95381261728
12910,215626.32750181438
6258,126090.05613844033
7100,231343.779714287
1793,184403.24003422898
3335,168194.24395849367
12835,174965.33806379148
10591,165046.18030291854
15707,232313.0387132407
16389,156652.83494708603
7440,366052.6382223788
6293,175633.15927777425
3937,165347.77984715728
16527,199825.72071452055
5102,237724.15397759018
10734,358668.605103853
7986,156229.78725309993
6495,89514.70856062687
9571,222428.6915184069
5131,198913.869227579
10761,385664.9716712413
143,380238.0862357904
13829,168773.05796213058
13662,232603.1507533814
1771,153381.9761885859
5448,188540.43311974022
8594,170390.29872492285
12038,282753.4943246938
16471,184780.2202228803
16764,126737.6071087839
1282,171220.78652529395
15101,218525.1365162896
9473,142309.88755734384
2324,379555.07892537245
14448,221773.4641048323
6000,70386.93590246145
2077,145266.42397409014
12960,232350.23793135813
15837,202995.63724200331
8805,224991.40913074915
9987,231870.08124194294
1580,290717.5409631742
11089,130355.12754712028
10926,212772.7991607369
12773,423024.00102873234
6490,291480.09245578735
10858,127687.27488363133
2831,130241.42847461847
16326,161998.4401503426
371,216994.03113069068
8852,189514.03957630973
6713,278465.88006899663
4230,194106.25829703736
3639,218143.63367950387
3642,192745.1923939856
5149,157515.24206001445
2861,193530.4657610036
13300,86294.26130081815
2807,431978.3541216595
5919,99660.40747160895
12716,499885.9342408225
4271,247116.03494311922
16055,236572.741738253
3747,217490.3567036751
5857,258489.01351978042
6884,334385.47401230305
16027,304606.6033805891
3512,309589.44519080536
5181,167770.0099405773
16732,260691.15138230193
1908,183222.49955734864
12082,175320.26136101247
7286,150025.0341254885
8216,144306.45199197755
6929,331518.1832760815
3950,325479.2011975692
12479,183463.70045165162
877,120558.68078809792
1366,192880.77794209897
384,139516.7160275668
5767,211669.0034275889
6910,157252.12064857304
187,199426.02171743542
10164,273559.180629734
8603,262894.9984488774
15834,157705.2020336328
3078,132364.6662656477
3479,260851.48386556527
6671,235768.21999904647
6078,188939.21895071387
16271,128124.63131674832
16191,173231.28312699028
11544,169011.431230307
7781,194148.9791826693
14918,339776.45627708203
6238,195043.539474581
12989,185650.8368560607
11907,178788.7842340379
9696,141229.8374718949
14084,312618.9831234024
3895,157430.35906768084
4367,177931.37929508812
8453,67553.22981286101
7638,336943.90406626114
8373,240309.07696151684
4674,189202.7101028925
15787,150566.267160889
5903,280465.97820205195
13679,203703.13599824693
9018,401405.52038009674
15823,225697.97398370586
13289,129601.77056050641
9896,185925.37320622161
14436,191542.28862223998
5547,255200.71463520787
4048,423825.2027648732
16579,208984.7494637748
8550,213779.37577670268
9385,275867.2989223687
5242,158513.58905657774
31,191660.24603200925
6144,259781.23008343525
3990,189978.98574378714
2523,88981.77103097533
12608,218221.8048412965
7234,198302.63477126745
15264,209947.1493525875
9623,177435.59824994698
3161,324227.45761336794
7425,109674.86713220071
13021,279549.26086040767
4044,153361.25927171134
15411,232649.23640493437
979,292675.8744188492
5514,238923.46812943093
4817,170747.03352191445
2115,185101.79382328902
10571,264061.1774362379
8992,240430.95931574036
15546,171770.26903960164
11359,132758.66232532813
11972,169380.0471079234
12838,156633.03593114275
5948,128215.91667988765
422,285533.3452901676
4855,143878.46889123923
16197,109876.32444619508
8926,399031.29752609454
5703,173975.48438235695
8848,216239.65636564323
7039,306683.97626824334
3806,146299.5557540041
15154,243431.2499985204
13132,198011.97760500442
7438,162570.51064944614
4398,249169.11445422514
2440,187194.83997096418
3751,134577.255005017
1476,187721.30907232617
2264,290694.624845666
16444,168967.12094597935
10704,179576.33440525833
4033,141384.87786475313
4508,118377.64034681441
16290,243973.17560269256
10387,162037.80140209198
5457,154610.58420055115
4910,292281.4050463424
7451,190271.16225804324
10732,159407.90429815222
8015,145964.23278028707
6148,183703.59636397508
5892,213339.8565882157
7825,218458.58876202087
6851,216682.96605453803
6633,193217.48892617025
2139,274727.7812058509
10213,261562.24483218844
2830,203519.4809079597
13907,133551.3049121979
15897,351090.30746396596
8311,177778.53733642556
14230,194464.6355523459
3878,201603.83842599322
13732,164994.8297514832
12110,178708.27484997612
10675,433311.8162528112
12946,123154.18206887732
16754,190715.5965641459
4394,266993.4577560686
16728,175389.74412096507
14378,342991.3237205267
9949,174240.5713325442
994,180105.7697815795
13258,145138.58013703398
5883,339392.8076632755
6933,345000.75875673094
13193,228139.0128933517
13286,160918.64741280576
13407,406155.7149504186
7512,117586.68042273857
7221,192221.21481923386
14428,163654.7929624751
1740,193123.13269840804
3,146377.31752601088
12952,208093.29502555172
11537,129306.36767763895
2558,124722.40289406081
14081,267813.70464777754
3517,215811.57641724314
7149,234088.2293028885
15777,115582.17485837165
8995,226338.2560910032
826,412708.4660015621
509,271352.84525493765
14875,331789.41918381647
6591,148904.5704617487
11283,105868.45118737733
9897,246034.48822707895
14902,184885.31170368855
14291,167354.01884346677
3162,232890.0732993344
4206,183550.29947799313
11580,193601.7493868684
2007,232090.99766056865
14939,347640.7930559699
13572,290022.08415861963
